name,address_line1,address_line2,city,state,zip,phone,Latitude,Longitude,web_address,recognition_status,patient_type,delivery_mode
Skinny Gene Project,10620 Treena St.,Ste 230,San Diego,CA,92131,(619) 793-2010,32.9105914,-117.114452,Unavailable,Pending,Public ,Combination
Skinny Gene Project,10620 Treena St. Ste 230,None,San Diego,CA,92131,(619) 793-2010,32.9104205,-117.1154317,http://www.skinnygeneproject.org,Full,Public ,In-Person
Northeast Valley Health Corporation,1172 N. Maclay Ave.,None,San Fernando,CA,91340,(818) 270-9508,34.295790600000004,-118.42376329999999,Unavailable,Full,Public ,In-Person
San Fernando Community Health Center,"732 Mott St., Suite 100",None,San Fernando,CA,91340-4240,(818) 963-5690  Ext: 126 ,34.276385999999995,-118.44455400000001,Unavailable,Pending,Public Other ,In-Person
"Visiting Nurses Community Services, Inc.",732 Mott St.,Suite 150,San Fernando,CA,91340,(818) 837-3775  Ext: 183 ,34.276385999999995,-118.44455400000001,Unavailable,Pending,Public ,Combination
Chinese Hospital Association,845 Jackson St.,None,San Francisco,CA,94133,(415) 677-2475,37.7955406,-122.40912990000001,http://www.chinesehospital-sf.org/,Preliminary,Other ,In-Person
Melon Health,1355 Market St.,Suite 488,San Francisco,CA,94103,(720) 642-0459,37.7770186,-122.416524,https://www.melonhealth.com/dpp/,Preliminary,Public Employees Members Other ,OnLine
Omada Health,"500 Sansome St., Suite 200",None,San Francisco,CA,94111-2323,(888) 987-8337,37.7951537,-122.40122649999999,http://www.omadahealth.com,Full,Public ,OnLine
PlateJoy,290 Division St.,Suite 304,San Francisco,CA,94103,(628) 400-2665,37.76953220000001,-122.40827809999999,Unavailable,Preliminary,Public ,OnLine
"University of California, San Francisco",1675 Owens St.,None,San Francisco,CA,94143,(415) 502-3357,37.7680799,-122.39301100000002,Unavailable,Pending,Employees ,In-Person
Vida Health,"100 Montgomery St., Suite 750",None,San Francisco,CA,94104,(855) 442-5885,37.790377500000005,-122.4018618,Unavailable,Full,Public Employees Members ,OnLine
Young Men's Christian Association (YMCA) of San Francisco,"50 California St., Suite 650",None,San Francisco,CA,94111,(415) 777-9622,37.794048700000005,-122.3973037,http://www.ymcasf.org/diabetesprevention,Full,Public ,In-Person
San Ysidro Health Center,1275 30th St.,None,San Isidro,CA,92173,(619) 662-4100,37.8224411,-122.2845064,http://www.syhc.org,Preliminary,Other ,In-Person
Gardner Family Health Network,Downtown Resource Center,777 E. Santa Clara St.. St.e. 2004,San Jose,CA,95112,(669) 444-5476,37.5405069,-77.44310809999999,Unavailable,Preliminary,Public ,In-Person
Indian Health Center of Santa Clara Valley,602 E. Santa Clara St. #130,None,San Jose,CA,95112,(408) 445-3400  Ext: 3590 ,37.3420416,-121.87774099999999,Unavailable,Preliminary,Members ,In-Person
Association of Asian Pacific Community Health Org,"101 Callan Ave., Suite 400",None,San Leandro,CA,94577,(510) 272-9536,37.7257016,-122.15619950000001,Unavailable,Full,Public Employees Members Other ,Distance Learning
Enara Health,1650 S AMPHLETT Blvd.,SUITE 115,San Mateo,CA,94402,(650) 319-8654,37.55955529999999,-122.3032419,Unavailable,Pending,Employees Members ,OnLine
Enara Health,1650 S Amphlett Blvd. #115,1650 S Amphlett Blvd. #115,San Mateo,CA,94402,(650) 319-8654,37.55955529999999,-122.3032419,Unavailable,Pending,Public ,In-Person
Enara Health,"1650 South Amphlett Blvd., #115",None,San Mateo,CA,94402,(650) 319-8654,37.55955529999999,-122.3032419,https://www.enarahealth.com/dpp/,Pending,Public ,Distance Learning
Wellness Within,2723 Crow Canyon Rd.,Ste 214,San Ramon,CA,94583,(925) 886-5182,37.773989799999995,-121.98370109999999,Unavailable,Pending,Public Other ,In-Person
Sansum Diabetes Research Institute,2219 Bath St.,None,Santa Barbara,CA,93105,(805) 682-7640,34.4298354,-119.7214741,Unavailable,Preliminary,Public Other ,In-Person
"University of California, Santa Barbara",Recreation Center,None,Santa Barbara,CA,93106-3025,(805) 893-5226,37.0380911,-95.5959381,Unavailable,Full,Employees ,In-Person
Young Men's Christian Association of Silicon Valley,80 Saratoga Ave.,None,Santa Clara,CA,95051,(408) 351-6400,37.3252333,-121.96863470000001,http://www.ymcasv.org,Full,Public ,In-Person
University of California Santa Cruz,1156 High St.,"H Barn, Risk Services",Santa Cruz,CA,95064,(831) 502-7375,36.99693,-122.0519017,Unavailable,Pending,Employees ,In-Person
"Community Health Centers of the Central Coast, Inc.",2050 S. Blosser Rd.,None,Santa Maria,CA,93458,(805) 346-3900  Ext: 3948 ,34.92265210000001,-120.45333000000001,Unavailable,Pending,Other ,In-Person
Santa Monica Family YMCA,1332 6th St.,None,Santa Monica,CA,90401,(310) 393-2721,34.0183201,-118.49424690000001,Unavailable,Preliminary,Public Employees Members ,In-Person
UCLA Gonda Diabetes Center Santa Monica,2020 Santa Monica blvd,Suite 550,Santa Monica,CA,90404,(310) 794-1299,34.029055299999996,-118.4791919,Unavailable,Full,Employees Other ,Combination
Adventist Health - Sonora,1000 Greenley Rd.,None,Sonora ,CA,95370,(209) 536-3720,37.9777841,-120.37057279999999,Unavailable,Full,Public ,In-Person
"Community Medical Centers, Inc.",7210 Murray Dr.,None,Stockton ,CA,95210,(209) 373-2857,38.01579359999999,-121.3006284,http://www.communitymedicalcenters.org,Pending,Public ,In-Person
United Medical Fitness,31170 Temecula Pkwy,Suite 102,Temecula,CA,92592,(951) 219-8029,33.476905800000004,-117.119949,Unavailable,Pending,Public ,In-Person
Torrance Memorial Diabetes Prevention Program,"2841 Lomita Blvd., Suite 335",None,Torrance ,CA,90505-9942,(310) 891-6707,33.8103665,-118.33729140000001,Unavailable,Full,Employees ,In-Person
Tahoe Forest Hospital,"10956 Donner PAss Rd., Suite 240",None,Truckee ,CA,96160,(530) 550-6730,39.3266352,-120.20069070000001,http://tfhd.com,Preliminary,Public ,In-Person
Henry Mayo Newhall Hospital - Henry Mayo Fitness and Health,24525 Town Center Dr.,None,Valencia ,CA,91354,(661) 200-2300  Ext: 33021 ,34.418594899999995,-118.564022,Unavailable,Full,Public ,In-Person
"Samuel Dixon Family Health Center, Inc.","25115 W Ave. Standford, Suite A-104",None,Valencia ,CA,91355,(661) 402-2319,34.436792499999996,-118.57555790000002,Unavailable,Pending,Public ,In-Person
Touro University-Solano County Public Health,1310 Club Dr.,None,Vallejo ,CA,94592,(707) 638-5970,38.0853159,-122.26413059999999,Unavailable,Full,Public ,In-Person
"Indian Health Council, Inc.",50100 Golsh Rd.,None,Valley Center,CA,92082-5338,(760) 749-1410,33.2779629,-116.96187809999999,Unavailable,Preliminary,Other ,In-Person
Tulare County Public Health Department,5957 South Mooney Blvd. 231q,None,Visalia ,CA,93277,(559) 624-8481,36.2776344,-119.31432590000001,http://www.tchhsa.org,Preliminary,Public ,In-Person
Diabetes Care Partners,1339 W. Garvey Ave. N,None,West Covina,CA,91790,(877) 227-3889,34.0733098,-117.935116,Unavailable,Pending,Public ,In-Person
Diabetes Care Partners,1339 W Garvey Ave. N,None,West Covina,CA,91790,(877) 227-3889,34.0733098,-117.935116,Unavailable,Pending,Public Employees Members ,Combination
Providence Little Company of Mary,470 N. Hawaiian Ave.,None,Wilmington ,CA,90744,(424) 212-5640,33.7743743,-118.2759132,Unavailable,Pending,Public ,In-Person
Valley Jewish Community Center,"20350 Ventura Blvd., Suite 100",None,Woodland Hills,CA,91364,(818) 360-2211,34.168884600000005,-118.57589640000002,http://nvjcc.org,Full,Public ,In-Person
Hi-Desert Memorial Health Care District,6530 La Contenta Rd. #100,None,Yucca Valley,CA,92256,(760) 365-9305,34.1327533,-116.3703034,Unavailable,Full,Public Employees Other ,In-Person
"FIT & NU, LLC",3033 S. Parker Rd.,Suite 250,Aurora ,CO,80014,(303) 337-0840,39.661186900000004,-104.860375,Unavailable,Pending,Public Members Other ,In-Person
Boulder County Area Agency on Aging,"3482 Broadway, Sundquist Building",None,Boulder ,CO,80304,(303) 441-3599,,,http://www.bouldercountyaging.org,Full,Public ,In-Person
Medical Nutrition Specialists,144 North 8th Ave.,None,Brighton ,CO,80601,(720) 447-1650,40.718661,-73.957976,Unavailable,Pending,Members ,Combination
Buena Vista Drug,403 US Hwy. 24 South,None,Buena Vista,CO,81211,(719) 395-2481,40.72165,-89.2687,Unavailable,Pending,Public Other ,In-Person
Kit Carson County Department of Public Health and Environment,252 South 14th St.,P.O. Box 70,Burlington ,CO,80807,(719) 346-7168  Ext: 116 ,40.6198513,-79.16854350000001,Unavailable,Full,Public ,In-Person
University of Colorado Colorado Springs,1420 Austin Bluffs Pkwy.,None,Colorado Springs,CO,80918,(719) 475-7777,38.895803799999996,-104.8060771,Unavailable,Preliminary,Public ,In-Person
The Memorial Regional Hospital DBA Memorial Regional Health,750 Hospital Loop,None,Craig ,CO,81625,(970) 824-3252,40.518654600000005,-107.5802156,Unavailable,Pending,Public Employees ,In-Person
Central Colorado Area Health Education Center,10200 E Girard Ave.,B 131,Denver ,CO,80231,(303) 481-8686,39.6556345,-104.86762730000001,Unavailable,Pending,Public Other ,In-Person
Clinica Tepeyac,5075 Lincoln St.,None,Denver ,CO,80216-2220,(303) 458-5302,39.7885952,-104.98666740000002,Unavailable,Preliminary,Other ,In-Person
Denver Health,777 Bannock St.,None,Denver ,CO,80204,(303) 602-2188,39.7279895,-104.9913193,Unavailable,Full,Employees Members Other ,In-Person
incentaHEALTH,4600 S. Ulster St. Ste 850,None,Denver ,CO,80237,(800) 694-0352,39.6318465,-104.895953,https://www.incentahealth.com/preventdiabetes/,Preliminary,Public ,OnLine
Kaiser Permanente Colorado,10065 E. Harvard Ave.,None,Denver ,CO,80231,(720) 552-4628,39.6732833,-104.87014599999999,Unavailable,Full,Members ,In-Person
Servicios de La Raza,3131 W 14th Ave.,None,Denver ,CO,80204,(720) 297-8127,39.73894310000001,-105.02711299999999,Unavailable,Pending,Public Other ,In-Person
Walk2Connect Co-op,3264 Larimer St.,Suite D,Denver ,CO,80205,(720) 593-0159,39.764783200000004,-104.97680859999998,Unavailable,Pending,Public Other ,In-Person
YMCA of Metropolitan Denver,2625 S. Colorado Blvd,None,Denver,CO,80222,(720) 524-2747,39.6690956,-104.9413494,http://www.denverymca.org,Full,Public ,In-Person
Kendall Reagan Nutrition Center,151 W. Lake Street,None,Fort Collins,CO,80523-1571,(970) 491-8615,40.5678328,-105.0777527,http://www.nutritioncenter.colostate.edu,Full,Public ,In-Person
Poudre Valley Hospital,1024 S. Lemay Ave.,None,Fort Collins,CO,80524,(970) 495-8205,40.5716484,-105.0566547,Unavailable,Full,Public Employees ,In-Person
Valley View,1906 Blake Ave.,None,Glenwood Springs,CO,81601,(970) 384-7555,39.5324953,-107.3215051,http://www.vvh.org,Full,Public ,In-Person
Tri-County Health Department,6162 S Willow Dr.,Suite 100,Greenwood Village,CO,80111,(720) 266-2971,39.60513479999999,-104.88783799999999,http://www.tchd.org/621/Diabetes-Prevention-Program,Full,Public ,Combination
YMCA of Northern Colorado,2800 Dagny Way,None,Lafayette,CO,80026,(303) 664-5455,40.0126755,-105.13448419999999,http://www.ymcabv.org,Preliminary,Public ,In-Person
Catholic Health Initiatives Colorado,11600 W. 2nd Place,None,Lakewood,CO,80228,(719) 776-3600,39.7163135,-105.1293633,Unavailable,Full,Public ,In-Person
Flatirons Family Pharmacy,603 Ken Pratt Blvd.,None,Longmont ,CO,80501,(303) 827-3480,40.15168320000001,-105.10315520000002,Unavailable,Pending,Public ,In-Person
Grand River Health Diabetes Prevention Program,501 Airport Rd.,None,Rifle ,CO,81650,(970) 625-6200,38.74747079999999,-90.3112728,Unavailable,Full,Public Employees ,In-Person
Chaffee County Public Health,"448 East First St., Suite 137",None,Salida ,CO,81201,(719) 530-4510,38.5343131,-105.9876608,http://www.chaffee-hhs.org/chaffee-county-public-health/,Full,Public ,In-Person
Mt San Rafael Hospital,410 Benedicta Ave.,None,Trinidad ,CO,81082,(719) 845-3117,37.173196000000004,-104.4875252,http://msrhc.org,Full,Public ,In-Person
Spanish Peaks Outreach Clinic,129 Kansas Ave.,None,Walsenburg ,CO,81089,(719) 738-5200  Ext: 407 ,37.6276176,-104.7814147,Unavailable,Pending,Other ,In-Person
VUELA for Health,3835 Newland St.,None,Wheat Ridge,CO,80033,(720) 400-2868,39.770123600000005,-105.0701032,http://www.crearesults.org,Full,Public ,In-Person
"Monitor My Health, Inc",1000 Lafayette Blvd Suite 1100,None,Bridgeport,CT,6604,(203) 683-5946,41.176301200000005,-73.19239420000001,https://monitormyhealth.org/lifestyle-change-program/,Full,Public Employees Other ,In-Person
"Monitor My Health, Inc.",1000 Lafayette Blvd.,Suite 1100,Bridgeport ,CT,6604,(203) 683-5946,41.176301200000005,-73.19239420000001,https://monitormyhealth.org/lifestyle-change-program/,Pending,Public Employees Members ,Distance Learning
"Monitor My Health, Inc.",1000 Lafayette Blvd.,Suite 1100,Bridgeport ,CT,6604,(203) 683-5946,41.176301200000005,-73.19239420000001,https://monitormyhealth.org/lifestyle-change-program/,Pending,Public Employees Members ,OnLine
Regional YMCA of Western Connecticut,"246 Federal Rd., Unit B21",Unit B21,Brookfield ,CT,6804,(203) 740-3432  Ext: 236 ,41.4450116,-73.40446440000001,Unavailable,Full,Public ,In-Person
Chesprocott Health District,1247 Highland Ave.,None,Cheshire ,CT,6410,(203) 272-2761  Ext: 2032722761 ,32.6737464,-117.0967379,Unavailable,Pending,Public Employees Members ,In-Person
City of Danbury Health and Human Services,155 Deer Hill Ave.,None,Danbury ,CT,6810,(203) 797-4625  Ext: 7356 ,41.3917737,-73.45342389999998,Unavailable,Pending,Employees ,In-Person
Griffin Health Services,130 Division St.,None,Derby ,CT,6418,(203) 732-1137,41.8980768,-88.29869889999998,Unavailable,Full,Public Other ,In-Person
Farmington Valley Health District,95 River Rd.,None,East Granby,CT,6019,(860) 352-2333  Ext: 314 ,43.005157000000004,-71.4675508,Unavailable,Pending,Public Employees ,In-Person
Fairfield Health Department,100 Mona Ter.,None,Fairfield ,CT,6824,(203) 256-3150,41.13205670000001,-73.26170069999998,Unavailable,Pending,Public ,In-Person
WellSpark Health,175 Scott Swamp Rd.,None,Farmington ,CT,6032,(877) 224-7350,41.7030903,-72.864102,Unavailable,Full,Employees Members ,In-Person
WellSpark Health,175 Scott Swamp Rd.,None,Farmington ,CT,6032,(877) 687-1448,41.7030903,-72.864102,Unavailable,Pending,Public Employees Members ,Distance Learning
Charter Oak Health Center,21 Grand St.,None,Hartford ,CT,06106-1541,(860) 550-7500,41.75922,-72.685423,Unavailable,Pending,Public ,In-Person
Oak Hill Adaptive Sports & Fitness,33 Coventry St.,None,Hartord ,CT,6112,(860) 286-3107,41.7970219,-72.6915147,Unavailable,Pending,Public Employees Members Other ,In-Person
ECHN-Manchester Memorial Hospital,71 Haynes St.,None,Manchester ,CT,6040,(860) 647-6824,41.78157720000001,-72.5260287,Unavailable,Pending,Public ,In-Person
Fair Haven Community Health Center,374 Grand Ave.,None,New Haven,CT,6513,(203) 777-7411  Ext: 5451 ,41.308282399999996,-72.90182949999998,Unavailable,Pending,Public ,In-Person
Newtown Health District,3 Primrose St.,None,Newtown ,CT,6470,(203) 270-4291,38.9751527,-77.0762555,Unavailable,Pending,Public Employees Members ,In-Person
Community Health and Wellness of Greater Torr,469 Migeon Ave.,None,Torrington ,CT,6790,(860) 489-0931,41.8116183,-73.1329782,Unavailable,Pending,Public ,In-Person
"The Riverbrook Regional YMCA, Inc.",404 Danbury Road,None,Wilton,CT,6897,(203) 762-8384  Ext: 282 ,41.21124830000001,-73.4301756,http://www.wiltonymca.org,Full,Public Employees Other ,In-Person
Flexcare Pharmacy,3861 Alabama Ave. SE,None,Washington ,DC,20020,(202) 575-0578,38.866338,-76.94976590000002,Unavailable,Pending,Public ,In-Person
Healing Our Village of Maryland Inc,4660 Martin Luther King Jr Ave SW,"Washington, DC 20032",Washington,DC,20032,(800) 788-0941,38.82248,-77.01023149999999,Unavailable,Full,Public ,In-Person
La Clinica Del Pueblo,2831 15th St.  NW,None,Washington ,DC,20009,(202) 462-4788,38.9258922,-77.0352621,Unavailable,Pending,Public ,In-Person
Providence Health Services,"1150 Varnum St., N.E.",None,Washington ,DC,20017,(202) 854-7128,38.9437638,-76.99157310000002,Unavailable,Preliminary,Public ,In-Person
Unity Health Care,1100 New Jersey Ave. SE,Suite 500,Washington ,DC,20003,(202) 627-7800,38.877043900000004,-77.0038162,Unavailable,Pending,Members ,In-Person
Well Konnect LLC,810 7th St. NE,None,Washington ,DC,20002,(240) 617-0819,38.9006414,-76.99650229999999,Unavailable,Pending,Public ,OnLine
YMCA of Metropolitan Washington,"1112 16th Street, NW, Suite 720",None,Washington,DC,20036,(202) 862-9622,38.9042579,-77.0369714,http://www.ymcadc.org,Full,Other ,In-Person
Howard Univer Department of Nutritional Sciences,"2041 Georgia Ave., NW",HUH - 6th Floor - Room 6,Washington Dc,DC,20059,(202) 884-1535,38.9175305,-77.02044169999998,Unavailable,Pending,Public Employees ,In-Person
Kinetecs LLC,20377 Hopkins Rd.,None,Lewes ,DE,19958,(302) 344-4554,38.7040644,-75.2219027,Unavailable,Pending,Public Employees ,In-Person
"FitHub, Inc","651 N Broad St., Suite 205 #1341",None,Middletown ,DE,19709,(773) 817-1717,39.4558061,-75.7174323,Unavailable,Pending,Public Employees Members ,Combination
Christiana Care Health System,4755 Ogletown-Stanton Rd.,None,Newark ,DE,19718,(302) 661-3050,39.687631599999996,-75.6706397,http://www.christianacare.org,Full,Employees Other ,In-Person
The University of Delaware,100 Discovery Blvd.,"STAR Tower, 2nd Floor, #211",Newark ,DE,19713,(302) 831-1165,39.663500899999995,-75.7548759,Unavailable,Pending,Public Employees ,In-Person
YMCA of Delaware,"100 W. 10th Street, Suite 1100",None,Wilmington,DE,19801,(302) 571-6998,39.745729,-75.5488223,http://www.ymcade.org,Full,Public ,In-Person
Florida Department of Health-Holmes,603 Scenic Cir.,None,Bonifay ,FL,32425,(850) 547-8500,30.3196651,-89.23232759999998,Unavailable,Full,Public ,In-Person
MMR Healthcare,2015 Ocean Dr.,Suite 11,Boynton Beach,FL,33426,(561) 364-8056  Ext: 211 ,26.524594899999997,-80.08915390000001,Unavailable,Pending,Other ,In-Person
FL-DOH Flagler County Diabetes Education Center,206 Dr. Carter Blvd.,None,Bunnell ,FL,32110,(386) 313-7264,29.47083899999999,-81.251294,Unavailable,Pending,Public Employees ,In-Person
Florida Department of Health-Washington,1338 South Blvd.,None,Chipley ,FL,32428,(850) 638-6240,30.7723085,-85.5445222,Unavailable,Preliminary,Public ,In-Person
YMCA of the Suncoast,2469 Enterprise Rd,None,Clearwater,FL,33763,(727) 772-9622,28.0109336,-82.7363027,http://www.ymcasuncoast.org,Full,Public ,In-Person
Florida Health Care Plans,330 N. Clyde Morris Blvd.  Suite 9,None,Daytona Beach,FL,32114,(386) 676-7133,29.2010522,-81.05568130000002,Unavailable,Preliminary,Members ,In-Person
