Name,Address Line 1,Address Line 2,City,State,Zip,Phone,Web Address,Recognition Status,Class open To,Delivery Mode
Valley Jewish Community Center,"20350 Ventura Blvd., Suite 100",,Woodland Hills,CA,91364,(818) 360-2211,http://nvjcc.org,Full,Public ,In-Person
Hi-Desert Memorial Health Care District,6530 La Contenta Rd. #100,,Yucca Valley,CA,92256,(760) 365-9305,,Full,Public Employees Other ,In-Person
"FIT & NU, LLC",3033 S. Parker Rd.,Suite 250,Aurora ,CO,80014,(303) 337-0840,,Pending,Public Members Other ,In-Person
Boulder County Area Agency on Aging,"3482 Broadway, Sundquist Building",,Boulder ,CO,80304,(303) 441-3599,http://www.bouldercountyaging.org,Full,Public ,In-Person
Medical Nutrition Specialists,144 North 8th Ave.,,Brighton ,CO,80601,(720) 447-1650,,Pending,Members ,Combination
Buena Vista Drug,403 US Hwy. 24 South,,Buena Vista,CO,81211,(719) 395-2481,,Pending,Public Other ,In-Person
Kit Carson County Department of Public Health and Environment,252 South 14th St.,P.O. Box 70,Burlington ,CO,80807,(719) 346-7168  Ext: 116 ,,Full,Public ,In-Person
University of Colorado Colorado Springs,1420 Austin Bluffs Pkwy.,,Colorado Springs,CO,80918,(719) 475-7777,,Preliminary,Public ,In-Person
The Memorial Regional Hospital DBA Memorial Regional Health,750 Hospital Loop,,Craig ,CO,81625,(970) 824-3252,,Pending,Public Employees ,In-Person
Central Colorado Area Health Education Center,10200 E Girard Ave.,B 131,Denver ,CO,80231,(303) 481-8686,,Pending,Public Other ,In-Person
Clinica Tepeyac,5075 Lincoln St.,,Denver ,CO,80216-2220,(303) 458-5302,,Preliminary,Other ,In-Person
Denver Health,777 Bannock St.,,Denver ,CO,80204,(303) 602-2188,,Full,Employees Members Other ,In-Person
incentaHEALTH,4600 S. Ulster St. Ste 850,,Denver ,CO,80237,(800) 694-0352,https://www.incentahealth.com/preventdiabetes/,Preliminary,Public ,OnLine
Kaiser Permanente Colorado,10065 E. Harvard Ave.,,Denver ,CO,80231,(720) 552-4628,,Full,Members ,In-Person
Servicios de La Raza,3131 W 14th Ave.,,Denver ,CO,80204,(720) 297-8127,,Pending,Public Other ,In-Person
Walk2Connect Co-op,3264 Larimer St.,Suite D,Denver ,CO,80205,(720) 593-0159,,Pending,Public Other ,In-Person
YMCA of Metropolitan Denver,2625 S. Colorado Blvd,,Denver,CO,80222,(720) 524-2747,http://www.denverymca.org,Full,Public ,In-Person
Kendall Reagan Nutrition Center,151 W. Lake Street,,Fort Collins,CO,80523-1571,(970) 491-8615,http://www.nutritioncenter.colostate.edu,Full,Public ,In-Person
Poudre Valley Hospital,1024 S. Lemay Ave.,,Fort Collins,CO,80524,(970) 495-8205,,Full,Public Employees ,In-Person
Valley View,1906 Blake Ave.,,Glenwood Springs,CO,81601,(970) 384-7555,http://www.vvh.org,Full,Public ,In-Person
Tri-County Health Department,6162 S Willow Dr.,Suite 100,Greenwood Village,CO,80111,(720) 266-2971,http://www.tchd.org/621/Diabetes-Prevention-Program,Full,Public ,Combination
YMCA of Northern Colorado,2800 Dagny Way,,Lafayette,CO,80026,(303) 664-5455,http://www.ymcabv.org,Preliminary,Public ,In-Person
Catholic Health Initiatives Colorado,11600 W. 2nd Place,,Lakewood,CO,80228,(719) 776-3600,,Full,Public ,In-Person
Flatirons Family Pharmacy,603 Ken Pratt Blvd.,,Longmont ,CO,80501,(303) 827-3480,,Pending,Public ,In-Person
Grand River Health Diabetes Prevention Program,501 Airport Rd.,,Rifle ,CO,81650,(970) 625-6200,,Full,Public Employees ,In-Person
Chaffee County Public Health,"448 East First St., Suite 137",,Salida ,CO,81201,(719) 530-4510,http://www.chaffee-hhs.org/chaffee-county-public-health/,Full,Public ,In-Person
Mt San Rafael Hospital,410 Benedicta Ave.,,Trinidad ,CO,81082,(719) 845-3117,http://msrhc.org,Full,Public ,In-Person
Spanish Peaks Outreach Clinic,129 Kansas Ave.,,Walsenburg ,CO,81089,(719) 738-5200  Ext: 407 ,,Pending,Other ,In-Person
VUELA for Health,3835 Newland St.,,Wheat Ridge,CO,80033,(720) 400-2868,http://www.crearesults.org,Full,Public ,In-Person
"Monitor My Health, Inc",1000 Lafayette Blvd Suite 1100,,Bridgeport,CT,6604,(203) 683-5946,https://monitormyhealth.org/lifestyle-change-program/,Full,Public Employees Other ,In-Person
"Monitor My Health, Inc.",1000 Lafayette Blvd.,Suite 1100,Bridgeport ,CT,6604,(203) 683-5946,https://monitormyhealth.org/lifestyle-change-program/,Pending,Public Employees Members ,Distance Learning
"Monitor My Health, Inc.",1000 Lafayette Blvd.,Suite 1100,Bridgeport ,CT,6604,(203) 683-5946,https://monitormyhealth.org/lifestyle-change-program/,Pending,Public Employees Members ,OnLine
Regional YMCA of Western Connecticut,"246 Federal Rd., Unit B21",Unit B21,Brookfield ,CT,6804,(203) 740-3432  Ext: 236 ,,Full,Public ,In-Person
Chesprocott Health District,1247 Highland Ave.,,Cheshire ,CT,6410,(203) 272-2761  Ext: 2032722761 ,,Pending,Public Employees Members ,In-Person
City of Danbury Health and Human Services,155 Deer Hill Ave.,,Danbury ,CT,6810,(203) 797-4625  Ext: 7356 ,,Pending,Employees ,In-Person
Griffin Health Services,130 Division St.,,Derby ,CT,6418,(203) 732-1137,,Full,Public Other ,In-Person
Farmington Valley Health District,95 River Rd.,,East Granby,CT,6019,(860) 352-2333  Ext: 314 ,,Pending,Public Employees ,In-Person
Fairfield Health Department,100 Mona Ter.,,Fairfield ,CT,6824,(203) 256-3150,,Pending,Public ,In-Person
WellSpark Health,175 Scott Swamp Rd.,,Farmington ,CT,6032,(877) 224-7350,,Full,Employees Members ,In-Person
WellSpark Health,175 Scott Swamp Rd.,,Farmington ,CT,6032,(877) 687-1448,,Pending,Public Employees Members ,Distance Learning
Charter Oak Health Center,21 Grand St.,,Hartford ,CT,06106-1541,(860) 550-7500,,Pending,Public ,In-Person
Oak Hill Adaptive Sports & Fitness,33 Coventry St.,,Hartord ,CT,6112,(860) 286-3107,,Pending,Public Employees Members Other ,In-Person
ECHN-Manchester Memorial Hospital,71 Haynes St.,,Manchester ,CT,6040,(860) 647-6824,,Pending,Public ,In-Person
Fair Haven Community Health Center,374 Grand Ave.,,New Haven,CT,6513,(203) 777-7411  Ext: 5451 ,,Pending,Public ,In-Person
Newtown Health District,3 Primrose St.,,Newtown ,CT,6470,(203) 270-4291,,Pending,Public Employees Members ,In-Person
Community Health and Wellness of Greater Torr,469 Migeon Ave.,,Torrington ,CT,6790,(860) 489-0931,,Pending,Public ,In-Person
"The Riverbrook Regional YMCA, Inc.",404 Danbury Road,,Wilton,CT,6897,(203) 762-8384  Ext: 282 ,http://www.wiltonymca.org,Full,Public Employees Other ,In-Person
Flexcare Pharmacy,3861 Alabama Ave. SE,,Washington ,DC,20020,(202) 575-0578,,Pending,Public ,In-Person
Healing Our Village of Maryland Inc,4660 Martin Luther King Jr Ave SW,"Washington, DC 20032",Washington,DC,20032,(800) 788-0941,,Full,Public ,In-Person
La Clinica Del Pueblo,2831 15th St.  NW,,Washington ,DC,20009,(202) 462-4788,,Pending,Public ,In-Person
Providence Health Services,"1150 Varnum St., N.E.",,Washington ,DC,20017,(202) 854-7128,,Preliminary,Public ,In-Person
Unity Health Care,1100 New Jersey Ave. SE,Suite 500,Washington ,DC,20003,(202) 627-7800,,Pending,Members ,In-Person
Well Konnect LLC,810 7th St. NE,,Washington ,DC,20002,(240) 617-0819,,Pending,Public ,OnLine
YMCA of Metropolitan Washington,"1112 16th Street, NW, Suite 720",,Washington,DC,20036,(202) 862-9622,http://www.ymcadc.org,Full,Other ,In-Person
Howard Univer Department of Nutritional Sciences,"2041 Georgia Ave., NW",HUH - 6th Floor - Room 6,Washington Dc,DC,20059,(202) 884-1535,,Pending,Public Employees ,In-Person
Kinetecs LLC,20377 Hopkins Rd.,,Lewes ,DE,19958,(302) 344-4554,,Pending,Public Employees ,In-Person
"FitHub, Inc","651 N Broad St., Suite 205 #1341",,Middletown ,DE,19709,(773) 817-1717,,Pending,Public Employees Members ,Combination
Christiana Care Health System,4755 Ogletown-Stanton Rd.,,Newark ,DE,19718,(302) 661-3050,http://www.christianacare.org,Full,Employees Other ,In-Person
The University of Delaware,100 Discovery Blvd.,"STAR Tower, 2nd Floor, #211",Newark ,DE,19713,(302) 831-1165,,Pending,Public Employees ,In-Person
YMCA of Delaware,"100 W. 10th Street, Suite 1100",,Wilmington,DE,19801,(302) 571-6998,http://www.ymcade.org,Full,Public ,In-Person
Florida Department of Health-Holmes,603 Scenic Cir.,,Bonifay ,FL,32425,(850) 547-8500,,Full,Public ,In-Person
MMR Healthcare,2015 Ocean Dr.,Suite 11,Boynton Beach,FL,33426,(561) 364-8056  Ext: 211 ,,Pending,Other ,In-Person
FL-DOH Flagler County Diabetes Education Center,206 Dr. Carter Blvd.,,Bunnell ,FL,32110,(386) 313-7264,,Pending,Public Employees ,In-Person
Florida Department of Health-Washington,1338 South Blvd.,,Chipley ,FL,32428,(850) 638-6240,,Preliminary,Public ,In-Person
YMCA of the Suncoast,2469 Enterprise Rd,,Clearwater,FL,33763,(727) 772-9622,http://www.ymcasuncoast.org,Full,Public ,In-Person
Florida Health Care Plans,330 N. Clyde Morris Blvd.  Suite 9,,Daytona Beach,FL,32114,(386) 676-7133,,Preliminary,Members ,In-Person
Florida Department of Health-Walton County,362 State Hwy. 83,,Defuniak Springs,FL,32433,(850) 892-8040  Ext: 1152 ,http://walton.floridahealth.gov,Pending,Public Employees Other ,Combination
Sanitas Medical Center,2000 NW 87th Ave. . Suite 101&102,,Doral ,FL,33172,(844) 665-4827,http://www.mysanitas.com,Pending,Members ,In-Person
UF IFAS Extension – Putnam Cty-DOH,111 Yelvington Rd.,Suite 1,East Palatka,FL,32131,(386) 329-0318,,Preliminary,Public ,In-Person
Florida Department of Health in Lake County,16140 US Hwy. 441,,Eustis ,FL,32726-6508,(352) 589-6424  Ext: 2242 ,http://lake.floridahealth.gov,Full,Public Employees ,In-Person
"Holy Cross Hospital- My Body, My Health",4725 North Federal Hwy.,,Fort Lauderdale,FL,33308,(954) 383-9419,,Full,Public Employees ,In-Person
"Holy Cross Hospital- My Body, My Health",4725 N Federal Hwy.,,Fort Lauderdale,FL,33308,(954) 383-9419,https://www.holycrossdpp.com,Full,Public Employees ,OnLine
"Holy Cross Hospital- My Body, My Health",4725 N Federal Hwy.,,Fort Lauderdale,FL,33308,(954) 383-9419,,Pending,Public Employees ,Distance Learning
Lee Health,Lee Health Solutions,"12550 New Brittany Blvd., Suite 200",Fort Myers,FL,33907,(239) 424-3127,,Full,Public ,In-Person
DOH-Okaloosa County,221 Hospital Dr.,,Fort Walton Beach,FL,32548,(850) 344-0668,,Pending,Public Employees Other ,In-Person
Florida Department of Health in Alachua County,224 S.E. 24th St.,,Gainesville ,FL,32641,(352) 334-7962,,Pending,Public ,In-Person
Baptist Medical Center,800 Prudential Drive,,Jacksonville,FL,32207,(904) 202-2140,,Full,Employees ,In-Person
Florida Blue,4800 Deerwood Campus Pkwy.,,Jacksonville ,FL,32246,(904) 905-8618,http://www.bcbsfl.com,Full,Members ,In-Person
"Healthletix Management, LLC",3948 Sunbeam Rd.,Suite 7,Jacksonville ,FL,32257,(904) 268-1190,,Pending,Public ,Distance Learning
Memorial Hospital,3625 University Blvd. S.,Diabetes Education,Jacksonville ,FL,32216,(904) 702-1541,http://memorialhospitaljax.com/service/diabetes-education,Full,Public ,In-Person
"St Vincent's Ambulatory Care, Inc.",4203 Belfort Rd.,Roger Main Building Suite 315,Jacksonville ,FL,32216,(904) 450-6860,,Preliminary,Public ,In-Person
U.S. Preventive Medicine,12724 Gran Bay Pkwy. W.,Suite 150,Jacksonville ,FL,32082,(866) 665-0096,http://www.uspm.com/,Full,Public Employees Members ,OnLine
YMCA of Florida's First Coast,"12735 Gran Bay Parkway, Suite 250",,Jacksonville,FL,32258,(904) 265-1810,http://www.firstcoastymca.org/,Preliminary,Public ,In-Person
Florida Department of Health - Union County,495 Eaty Main St.,,Lake Butler,FL,32054,(386) 496-3211,,Pending,Public Employees ,In-Person
Lakeland Regional Health Grasslands Campus,3030 Harden Blvd.,"Lakeland, FL 33803",Lakeland ,FL,33803,(863) 284-1604,,Full,Employees Other ,In-Person
WellDyneRx,500 Eagles Landing Dr.,,Lakeland ,FL,33810,(800) 479-2000  Ext: 6081 ,,Pending,Employees Members ,Distance Learning
WellDyneRx,500 Eagles Landing Dr.,,Lakeland ,FL,33810,(800) 479-2000  Ext: 6081 ,,Pending,Employees ,In-Person
Empath Health Pharmacy,11701 South Belcher Rd.,Suite 128,Largo ,FL,33773,(727) 523-2515,,Pending,Members ,In-Person
Baptist Health South Florida- Beat Diabetes- Take Control,8950 N Kendall Drive,Suite 105,Miami ,FL,33176,(786) 527-9446,http://www.baptisthealth.net/wellness,Full,Public ,In-Person
Baptist Health South Florida-Wellness Advantage,12420 SW 127 Ave.,,Miami ,FL,33186,(786) 596-4797,,Preliminary,Employees ,Combination
INDEPENDENT LIVING SYSTEMS LLC,5200 BLUE LAGOON Dr.,SUITE 500,Miami ,FL,33126-7002,(305) 262-1292  Ext: 103114 ,,Pending,Employees Members Other ,In-Person
INDEPENDENT LIVING SYSTEMS LLC,5200 BLUE LAGOON Dr.,SUITE 500,Miami ,FL,33126-7002,(305) 262-1292  Ext: 103114 ,,Pending,Public Employees Members Other ,Distance Learning
Venom Performance Training,1657 N Miami Ave.,Unit 515,Miami ,FL,33136-0000,(310) 367-7517,,Pending,Public ,In-Person
Mount Sinai Medical Center,4300 Alton Rd.,,Miami Beach,FL,33140,(305) 674-2113,,Pending,Employees ,In-Person
DOH Santa Rosa,5527 Stewart Street,,Milton,FL,32570,(850) 983-5200,,Full,Public ,In-Person
Sacred Heart Hospital on the Emerald Coast,7800 US-98 West,,Miramar Beach,FL,32550,(850) 278-3683,,Pending,Public ,In-Person
"Dynamic Therapy & Wellness Services, Inc.",13795 SW 36th Ave Road,Suite # 1,Ocala ,FL,34473,(352) 261-0404,http://www.dtaws.com,Full,Members ,In-Person
"Dynamic Therapy & Wellness Services, Inc.",13795 SW 36th Ave. Rd.,Suite 1,Ocala ,FL,34473-6103,(352) 693-5367,https://www.dtaws.com/departments,Pending,Public Employees Members ,Distance Learning
Grace Medical Home,51 Pennsylvania St.,,Orlando ,FL,32806,(407) 936-2785,,Preliminary,Public ,In-Person
Heart Health Management LLC,9421 South Orange Blossom Trl.,Suite 19,Orlando ,FL,32837,(407) 579-9589,,Pending,Public ,OnLine
Hispanic Federation,6900 South Orange Blossom Trl.,Suite 200,Orlando ,FL,32809,(212) 233-8955,,Pending,Public ,In-Person
UF IFAS Extension Orange County,6021 South Conway Rd.,,Orlando ,FL,32812,(407) 254-9200,http://orange.ifas.ufl.edu,Preliminary,Public ,In-Person
Whole Family Solutions,4530 S. Orange Blossom Trl.,Suite 613,Orlando ,FL,32839-1704,(321) 837-9745,http://www.myfithabits.com,Pending,Public ,Combination
Whole Family Solutions,4530 S. Orange Blossom Trl.,Suite 613,Orlando ,FL,32839-1704,(321) 837-9745,http://www.myfithabits.com,Pending,Public ,Distance Learning
Whole Family Solutions,4530 S. Orange Blossom Trl.,Suite 613,Orlando ,FL,32839-1704,(321) 837-9745,http://www.myfithabits.com,Pending,Public ,OnLine
Whole Family Solutions,4530 S. Orange Blossom Trl.,Suite 613,Orlando ,FL,32839,(321) 837-9745,,Pending,Public ,In-Person
YMCA of Central Florida,433 N Mills Avenue,,Orlando,FL,32803,(407) 204-2320,http://www.ymcacentralflorida.com,Full,Public ,In-Person
THE BEST YOU,YMCA,2085 S. Congress Ave.,Palm Springs,FL,33406,(561) 295-3112,,Preliminary,Public Other ,In-Person
Florida Department of Health Bay County,597 W 11th St.,,Panama City,FL,32401,(850) 872-4455  Ext: 1460 ,,Full,Public Other ,In-Person
Epic Care Pharmacy,3948 Pembroke Rd.,Suite D,Pembroke Park,FL,33021,(954) 963-2113,,Pending,Public Other ,Combination
Florida Department of Health in Escambia County,1295 West Fairfield Dr.,,Pensacola ,FL,32501,(850) 595-6500  Ext: 1814 ,http://escambia.floridahealth.gov/,Full,Public ,In-Person
Sacred Heart Health System,5151 N 9th Ave.,,Pensacola ,FL,32504,(850) 416-7261,,Full,Public Employees Members Other ,In-Person
Florida Department of Health in Charlotte County,1100 Loveland Blvd.,,Port Charlotte,FL,33980,(941) 624-7200  Ext: 7262 ,,Pending,Members Other ,In-Person
Florida Department of Health - Gadsden County,278 Lasalle Leffall Dr.,,Quincy ,FL,32351-5324,(850) 875-7200,,Preliminary,Public Employees ,In-Person
Florida Department of Health in Seminole County,400 West Airport Blvd.,,Sanford ,FL,32773,(407) 665-3212,http://seminole.floridahealth.gov/,Pending,Public ,In-Person
Sarasota Memorial Hospital - Diabetes Treatment Services,1700 South Tamiami Trl.,,Sarasota ,FL,34239,(941) 917-7468,http://SMH.com,Pending,Public ,In-Person
YMCA of Greater St. Petersburg,600 1st Ave N,,St. Petersburg,FL,33701,(727) 895-9622,http://www.stpeteymca.org,Full,Public Employees Members ,In-Person
TMH Metabolic Health Center,"2633 Centennial Blvd., Suite 100",,Tallahassee ,FL,32308,(850) 431-5404,,Full,Public ,In-Person
Florida Department of Health-Hillsborough County,4704-B Montgomery Ave.,,Tampa ,FL,33616,(813) 307-8071,http://hillsborough.floridahealth.gov,Full,Public Employees ,In-Person
Florida Department of Health-Hillsborough County,4704-B W Montgomery Ave.,,Tampa ,FL,33616,(813) 307-8009,,Pending,Public Employees ,Distance Learning
Hillsborough County Florida Well4Life Program,601 E. Kennedy Blvd.,Attn. Cheryl Murphy 17th Floor,Tampa ,FL,33602,(813) 274-6777,,Preliminary,Employees ,In-Person
Just For Ladies Incorporated,10150 Highland,Suite 200,Tampa ,FL,33610,(813) 975-7241,,Full,Public ,In-Person
Tampa Metropolitan Area YMCA,110 East Oak Ave.,,Tampa,FL,33602,(813) 922-2808,http://www.tampaymca.org,Full,Public ,In-Person
Tampa General Hospital,1 Tampa General Cir.,,Tampa Fl,FL,33606,(813) 844-7857,http://www.tgh.org,Full,Public ,In-Person
The Villages Health USF Health Community Center,1040 Lake Sumter Landing,,The Villages,FL,32162,(352) 753-6200,,Full,Public ,In-Person
SKY Family YMCA,701 Center Rd,,Venice,FL,34285,(941) 492-9622,http://www.southcountyfamilyymca.org,Full,Public ,In-Person
St. Mary's Medical Center,5325 Greenwood Ave.,Suite 101,West Palm Beach,FL,33407,(561) 840-6065,,Pending,Public Employees ,In-Person
Baycare- Winter Haven Hospital,"200 Ave. F, N. E.",,Winter Haven,FL,33881-4131,(863) 293-1121  Ext: 3478 ,,Preliminary,Public ,In-Person
Kosrae Community Health Center,Suite 101,KDC Building,Kosrae ,FM,96944,(691) 370-2011  Ext: 202 ,,Pending,Public ,Distance Learning
Kosrae Community Health Center  (KCHC),Hospital Rd.,,"Tofol, Kosrae",FM,96944,(691) 370-2011,,Preliminary,Public ,In-Person
Chuuk Community Health Center,124 Nepukos St.,,"Weno, Chuuk",FM,96942,(691) 931-9607,,Pending,Public ,In-Person
Chuuk Women's Council,Nepukos,,"Weno,chuuk ",FM,96942-1627,(691) 330-8397,,Preliminary,Public Employees ,In-Person
Horizons Community Solutions,810 13th Ave.,Suite 105,Albany ,GA,31701,(229) 352-9100,,Pending,Public ,In-Person
Phoebe Putney Memorial Hospital,417 Third Ave.,,Albany ,GA,31701,(229) 312-1392,,Preliminary,Employees ,In-Person
Southwest Georgia Public Health District,1109 North Jackson St.,,Albany ,GA,31701-2022,(229) 352-4275  Ext: 6502 ,,Full,Public Employees Other ,In-Person
Southwest Georgia Public Health District,1109 North Jackson St.,,Albany ,GA,31701,(229) 352-4275  Ext: 6515 ,,Pending,Public Employees ,Distance Learning
Bacon County Hospital and Health System,302 S Wayne St.,,Alma ,GA,31510,(912) 632-8961,,Pending,Employees ,In-Person
University of Georgia Extension,202 Hoke Smith Annex,300 Carlton St.,Athens ,GA,30602,(706) 542-3773,,Pending,Public Employees ,In-Person
Emory,1599 Clifton Rd. NE,,Atlanta ,GA,30322,(404) 712-3775,,Pending,Employees ,In-Person
Family Health Centers of Georgia,868 York Ave. SW,,Atlanta ,GA,30310,(404) 752-1400,,Pending,Public Employees ,In-Person
Georgia Department of Public Health- State Office,2 Peachtree St. NW,,Atlanta ,GA,30303,(404) 657-6636,,Preliminary,Employees ,In-Person
